4.114396315	0.1846712	11.5
4.110458586	0.1841224	11.5
4.106520857	0.1819272	11.5
4.102583128	0.1846712	11.5
4.102583128	0.1843968	11.5
4.118334044	0.1816528	11.5
4.138022688	0.1827504	11.5
4.169524518	0.1827504	11.5
4.204964078	0.1901592	11.5
4.224652722	0.1841224	11.5
4.228590451	0.183848	11.5
4.212839535	0.1830248	11.5
4.185275434	0.1887872	11.5
4.173462247	0.1849456	11.5
4.201026349	0.1822016	11.5
4.260092281	0.1819272	11.5
4.342784586	0.1819272	11.5
4.42941462	0.181104	11.5
4.500293739	0.1816528	11.5
4.567235129	0.1802808	11.5
4.618425604	0.181104	11.5
4.66567835	0.1808296	11.5
4.705055638	0.1827504	11.5
4.744432926	0.1832992	11.5
4.783810214	0.182476	11.5
4.819249774	0.1816528	11.5
4.862564791	0.1819272	11.5
4.894066621	0.182476	11.5
4.925568452	0.181104	11.5
4.961008011	0.1819272	11.5
4.980696655	0.1819272	11.5
5.0003853	0.1819272	11.5
5.027949401	0.1805552	11.5
5.047638045	0.1808296	11.5
5.059451232	0.1808296	11.5
5.075202147	0.1819272	11.5
5.087015334	0.1800064	11.5
5.106703978	0.1805552	11.5
5.126392622	0.1843968	11.5
5.150018995	0.1874152	11.5
5.173645368	0.189336	11.5
5.197271741	0.1923544	11.5
5.213022656	0.1972936	11.5
5.224835842	0.200312	11.5
5.240586758	0.2036048	11.5
5.256337673	0.2074464	11.5
5.272088588	0.2115624	11.5
5.287839504	0.2186968	11.5
5.303590419	0.2203432	11.5
5.323279063	0.2255568	11.5
5.339029978	0.227752	11.5
5.358718622	0.23324	11.5
5.36659408	0.237356	11.5
5.378407266	0.2392768	11.5
5.382344995	0.2417464	11.5
5.386282724	0.2439416	11.5
5.394158182	0.2472344	11.5
5.402033639	0.2472344	11.5
5.402033639	0.2494296	11.5
5.413846826	0.2529968	11.5
5.413846826	0.256564	11.5
5.421722283	0.26068	11.5
5.429597741	0.2680888	11.5
5.43353547	0.2722048	11.5
5.441410928	0.2741256	11.5
5.445348656	0.2776928	11.5
5.445348656	0.2818088	11.5
5.449286385	0.2851016	11.5
5.457161843	0.2889432	11.5
5.461099572	0.2919616	11.5
5.468975029	0.2979984	11.5
5.468975029	0.30184	11.5
5.472912758	0.305956	11.5
5.472912758	0.3095232	11.5
5.476850487	0.3125416	11.5
5.480788216	0.3161088	11.5
5.488663673	0.3191272	11.5
5.488663673	0.3226944	11.5
5.484725945	0.3259872	11.5
5.492601402	0.32928	11.5
5.496539131	0.3325728	11.5
5.496539131	0.3380608	11.5
5.496539131	0.341628	11.5
5.504414589	0.3462928	11.5
5.504414589	0.3495856	11.5
5.508352318	0.3520552	11.5
5.512290046	0.355348	11.5
5.516227775	0.3591896	11.5
5.516227775	0.3630312	11.5
5.516227775	0.3665984	11.5
5.516227775	0.3696168	11.5
5.520165504	0.3729096	11.5
5.520165504	0.3762024	11.5
5.524103233	0.380044	11.5
5.524103233	0.382788	11.5
5.520165504	0.3866296	11.5
5.524103233	0.3904712	11.5
5.516227775	0.3943128	11.5
5.516227775	0.3987032	11.5
5.512290046	0.401996	11.5
5.512290046	0.40474	11.5
5.504414589	0.4066608	11.5
5.50047686	0.4083072	11.5
5.504414589	0.4118744	11.5
5.50047686	0.4137952	11.5
5.50047686	0.415716	11.5
5.496539131	0.4151672	11.5
5.492601402	0.4187344	11.5
5.488663673	0.4176368	11.5
5.484725945	0.4187344	11.5
5.484725945	0.421204	11.5
5.476850487	0.4231248	11.5
5.472912758	0.4261432	11.5
5.461099572	0.4330032	11.5
